timestamp,timestamp_local,sn,rh,temp,lat,lon,device_state,pm1,pm25,pm10,co,no,no2,o3,co2
2023-10-21T23:59:30Z,2023-10-21T19:59:30Z,MOD-00353,37.5,26.5,39.9559,-75.18598,ACTIVE,1.041,1.051,1.051,437.483,4.193,7.492,22.188,
2023-10-21T23:58:30Z,2023-10-21T19:58:30Z,MOD-00353,37.5,26.5,39.9559,-75.18598,ACTIVE,0.723,0.78,0.835,437.894,4.191,7.608,21.65,
2023-10-21T23:57:30Z,2023-10-21T19:57:30Z,MOD-00353,37.6,26.6,39.9559,-75.18598,ACTIVE,0.825,0.887,0.887,431.363,4.181,8.629,21.905,
2023-10-21T23:56:30Z,2023-10-21T19:56:30Z,MOD-00353,37.5,26.6,39.9559,-75.18598,ACTIVE,1.046,1.049,1.049,434.718,4.181,7.546,21.67,
2023-10-21T23:55:30Z,2023-10-21T19:55:30Z,MOD-00353,37.6,26.6,39.9559,-75.18598,ACTIVE,1.077,1.089,1.089,435.878,4.179,8.745,22.443,
2023-10-21T23:54:30Z,2023-10-21T19:54:30Z,MOD-00353,37.6,26.6,39.9559,-75.18598,ACTIVE,1.126,1.135,1.135,434.647,4.177,7.764,21.905,
2023-10-21T23:53:30Z,2023-10-21T19:53:30Z,MOD-00353,37.6,26.6,39.9559,-75.18598,ACTIVE,0.879,0.922,0.922,438.341,4.181,8.745,22.174,
2023-10-21T23:52:30Z,2023-10-21T19:52:30Z,MOD-00353,37.6,26.5,39.9559,-75.18598,ACTIVE,0.97,0.993,0.993,433.307,4.188,7.368,22.154,
2023-10-21T23:51:30Z,2023-10-21T19:51:30Z,MOD-00353,37.6,26.5,39.9559,-75.18598,ACTIVE,0.777,0.791,0.791,436.181,4.191,7.368,22.154,
2023-10-21T23:50:30Z,2023-10-21T19:50:30Z,MOD-00353,37.6,26.5,39.9559,-75.18598,ACTIVE,0.877,0.886,0.886,432.076,4.188,7.912,22.154,
2023-10-21T23:49:30Z,2023-10-21T19:49:30Z,MOD-00353,37.6,26.5,39.9559,-75.18598,ACTIVE,1.095,1.098,1.098,436.181,4.189,7.489,21.885,
2023-10-21T23:48:30Z,2023-10-21T19:48:30Z,MOD-00353,37.6,26.5,39.9559,-75.18598,ACTIVE,0.906,0.906,0.906,435.36,4.191,7.854,21.885,
2023-10-21T23:47:30Z,2023-10-21T19:47:30Z,MOD-00353,37.6,26.5,39.9559,-75.18598,ACTIVE,0.802,0.82,0.82,436.591,4.191,7.368,21.616,
2023-10-21T23:46:30Z,2023-10-21T19:46:30Z,MOD-00353,37.6,26.5,39.9559,-75.18598,ACTIVE,0.83,0.842,0.842,433.307,4.191,7.599,22.154,
2023-10-21T23:45:30Z,2023-10-21T19:45:30Z,MOD-00353,37.6,26.5,39.9559,-75.18598,ACTIVE,0.892,0.921,0.921,429.613,4.189,7.489,21.885,
2023-10-21T23:44:30Z,2023-10-21T19:44:30Z,MOD-00353,37.7,26.5,39.9559,-75.18598,ACTIVE,0.926,0.935,0.935,436.931,4.184,7.5,21.851,
2023-10-21T23:43:30Z,2023-10-21T19:43:30Z,MOD-00353,37.6,26.5,39.9559,-75.18598,ACTIVE,0.843,0.867,0.867,432.076,4.188,7.912,22.154,
2023-10-21T23:42:30Z,2023-10-21T19:42:30Z,MOD-00353,37.7,26.5,39.9559,-75.18598,ACTIVE,0.835,0.912,0.963,430.363,4.189,8.118,21.851,
2023-10-21T23:41:30Z,2023-10-21T19:41:30Z,MOD-00353,37.7,26.5,39.9559,-75.18598,ACTIVE,1.085,1.085,1.085,436.931,4.186,8.118,21.851,
2023-10-21T23:40:30Z,2023-10-21T19:40:30Z,MOD-00353,37.7,26.5,39.9559,-75.18598,ACTIVE,0.733,0.746,0.746,430.363,4.184,8.118,22.12,
2023-10-21T23:39:30Z,2023-10-21T19:39:30Z,MOD-00353,37.7,26.5,39.9559,-75.18598,ACTIVE,1.148,1.186,1.238,439.804,4.189,7.5,22.12,
2023-10-21T23:38:30Z,2023-10-21T19:38:30Z,MOD-00353,37.7,26.5,39.9559,-75.18598,ACTIVE,1.142,1.154,1.154,435.289,4.186,7.58,21.312,
2023-10-21T23:37:30Z,2023-10-21T19:37:30Z,MOD-00353,37.8,26.5,39.9559,-75.18598,ACTIVE,1.027,1.069,1.687,433.165,4.185,8.082,22.086,
2023-10-21T23:36:30Z,2023-10-21T19:36:30Z,MOD-00353,37.7,26.5,39.9559,-75.18598,ACTIVE,1.067,1.092,1.092,435.289,4.188,7.58,22.12,
2023-10-21T23:35:30Z,2023-10-21T19:35:30Z,MOD-00353,37.7,26.5,39.9559,-75.18598,ACTIVE,0.894,0.903,0.903,435.289,4.184,7.5,21.851,
2023-10-21T23:34:30Z,2023-10-21T19:34:30Z,MOD-00353,37.7,26.5,39.9559,-75.18598,ACTIVE,0.915,0.918,0.918,436.11,4.186,7.655,21.851,
2023-10-21T23:33:30Z,2023-10-21T19:33:30Z,MOD-00353,37.7,26.5,39.9559,-75.18598,ACTIVE,0.921,0.984,1.085,429.542,4.186,7.655,22.12,
2023-10-21T23:32:30Z,2023-10-21T19:32:30Z,MOD-00353,37.7,26.5,39.9559,-75.18598,ACTIVE,0.732,0.732,0.732,436.11,4.188,7.5,22.12,
2023-10-21T23:31:30Z,2023-10-21T19:31:30Z,MOD-00353,37.7,26.5,39.9559,-75.18598,ACTIVE,0.783,0.788,0.788,436.931,4.186,8.118,22.12,
2023-10-21T23:30:30Z,2023-10-21T19:30:30Z,MOD-00353,37.7,26.5,39.9559,-75.18598,ACTIVE,1.106,1.118,1.118,435.289,4.186,8.118,21.851,
2023-10-21T23:29:30Z,2023-10-21T19:29:30Z,MOD-00353,37.7,26.5,39.9559,-75.18598,ACTIVE,0.74,0.752,0.752,434.057,4.17,8.118,22.12,
2023-10-21T23:28:30Z,2023-10-21T19:28:30Z,MOD-00353,37.7,26.5,39.9559,-75.18598,ACTIVE,0.893,0.941,0.941,437.341,4.184,8.118,21.851,
2023-10-21T23:27:30Z,2023-10-21T19:27:30Z,MOD-00353,37.7,26.5,39.9559,-75.18598,ACTIVE,0.87,0.888,0.888,430.773,4.186,7.58,22.12,
2023-10-21T23:26:30Z,2023-10-21T19:26:30Z,MOD-00353,37.8,26.5,39.9559,-75.18598,ACTIVE,0.797,0.821,0.821,430.292,4.184,8.242,21.547,
2023-10-21T23:25:30Z,2023-10-21T19:25:30Z,MOD-00353,37.8,26.5,39.9559,-75.18598,ACTIVE,0.969,0.997,0.997,437.27,4.182,8.161,21.817,
2023-10-21T23:24:30Z,2023-10-21T19:24:30Z,MOD-00353,37.8,26.5,39.9559,-75.18598,ACTIVE,1.033,1.033,1.033,434.807,4.168,8.242,21.547,
2023-10-21T23:23:30Z,2023-10-21T19:23:30Z,MOD-00353,37.8,26.5,39.9559,-75.18598,ACTIVE,1.056,1.069,1.069,435.628,4.182,8.082,22.356,
2023-10-21T23:22:30Z,2023-10-21T19:22:30Z,MOD-00353,37.8,26.5,39.9559,-75.18598,ACTIVE,1,1.018,1.018,430.292,4.182,8.242,21.547,
2023-10-21T23:21:30Z,2023-10-21T19:21:30Z,MOD-00353,37.8,26.5,39.9559,-75.18598,ACTIVE,0.964,1.026,1.026,434.397,4.185,8.242,22.086,
2023-10-21T23:20:30Z,2023-10-21T19:20:30Z,MOD-00353,37.8,26.5,39.9559,-75.18598,ACTIVE,0.868,0.87,0.87,429.471,4.168,8.082,21.817,
2023-10-21T23:19:30Z,2023-10-21T19:19:30Z,MOD-00353,37.8,26.5,39.9559,-75.18598,ACTIVE,0.78,0.809,0.809,433.165,4.163,8.082,22.086,
2023-10-21T23:18:30Z,2023-10-21T19:18:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,0.828,0.828,1.046,431.452,4.176,8.296,21.783,
2023-10-21T23:17:30Z,2023-10-21T19:17:30Z,MOD-00353,37.8,26.5,39.9559,-75.18598,ACTIVE,1.074,1.12,1.12,427.829,4.182,7.083,22.086,
2023-10-21T23:16:30Z,2023-10-21T19:16:30Z,MOD-00353,37.8,26.5,39.9559,-75.18598,ACTIVE,0.937,0.937,0.937,431.934,4.182,8.161,21.817,
2023-10-21T23:15:30Z,2023-10-21T19:15:30Z,MOD-00353,37.8,26.5,39.9559,-75.18598,ACTIVE,0.892,0.943,0.998,432.344,4.182,7.83,21.817,
2023-10-21T23:14:30Z,2023-10-21T19:14:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,1.007,1.047,1.047,433.094,4.178,8.132,21.783,
2023-10-21T23:13:30Z,2023-10-21T19:13:30Z,MOD-00353,37.8,26.5,39.9559,-75.18598,ACTIVE,0.779,0.798,0.798,434.807,4.168,8.161,22.086,
2023-10-21T23:12:30Z,2023-10-21T19:12:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,0.789,0.827,0.827,433.505,4.176,8.132,21.783,
2023-10-21T23:11:30Z,2023-10-21T19:11:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,1.18,1.195,1.195,428.989,4.176,8.296,22.052,
2023-10-21T23:10:30Z,2023-10-21T19:10:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,1.135,1.147,1.147,431.042,4.178,8.132,21.783,
2023-10-21T23:09:30Z,2023-10-21T19:09:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,0.712,0.722,0.722,431.042,4.179,8.132,22.592,
2023-10-21T23:08:30Z,2023-10-21T19:08:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,1.049,1.071,1.071,432.273,4.178,8.115,21.513,
2023-10-21T23:07:30Z,2023-10-21T19:07:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,0.968,1.004,1.055,430.631,4.162,8.244,21.513,
2023-10-21T23:06:30Z,2023-10-21T19:06:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,1.13,1.142,1.142,436.789,4.178,8.244,22.052,
2023-10-21T23:05:30Z,2023-10-21T19:05:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,0.894,0.957,1.01,435.557,4.176,8.115,21.783,
2023-10-21T23:04:30Z,2023-10-21T19:04:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,1.125,1.152,1.203,426.937,4.178,8.187,22.322,
2023-10-21T23:03:30Z,2023-10-21T19:03:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,1.045,1.081,1.081,430.221,4.176,8.132,21.243,
2023-10-21T23:02:30Z,2023-10-21T19:02:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,1.28,1.289,1.289,432.273,4.178,8.244,21.783,
2023-10-21T23:01:30Z,2023-10-21T19:01:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,0.857,0.903,0.903,434.736,4.178,8.244,22.052,
2023-10-21T23:00:30Z,2023-10-21T19:00:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,1.292,1.303,1.303,428.579,4.178,8.132,22.052,
2023-10-21T22:59:30Z,2023-10-21T18:59:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,0.898,0.947,0.947,427.758,4.162,8.187,22.052,
2023-10-21T22:58:30Z,2023-10-21T18:58:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,0.867,0.885,0.885,435.147,4.178,8.115,22.052,
2023-10-21T22:57:30Z,2023-10-21T18:57:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,1.105,1.123,1.123,427.347,4.178,8.132,21.513,
2023-10-21T22:56:30Z,2023-10-21T18:56:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,0.861,0.873,0.873,433.915,4.178,8.115,22.052,
2023-10-21T22:55:30Z,2023-10-21T18:55:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,0.997,1,1,435.076,4.172,8.211,21.749,
2023-10-21T22:54:30Z,2023-10-21T18:54:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,1.175,1.177,1.177,429.81,4.179,8.132,21.783,
2023-10-21T22:53:30Z,2023-10-21T18:53:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,0.997,0.999,0.999,429.329,4.172,8.147,22.018,
2023-10-21T22:52:30Z,2023-10-21T18:52:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,0.964,0.969,0.969,426.866,4.172,8.211,21.749,
2023-10-21T22:51:30Z,2023-10-21T18:51:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,0.886,0.923,1.494,428.097,4.175,8.211,21.479,
2023-10-21T22:50:30Z,2023-10-21T18:50:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.12,1.189,1.239,429.329,4.173,8.211,22.018,
2023-10-21T22:49:30Z,2023-10-21T18:49:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.208,1.22,1.22,433.844,4.172,8.031,22.018,
2023-10-21T22:48:30Z,2023-10-21T18:48:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.127,1.188,1.188,433.023,4.173,8.178,21.749,
2023-10-21T22:47:30Z,2023-10-21T18:47:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.212,1.281,1.331,430.56,4.172,8.147,22.558,
2023-10-21T22:46:30Z,2023-10-21T18:46:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.094,1.121,1.121,429.329,4.173,8.178,21.479,
2023-10-21T22:45:30Z,2023-10-21T18:45:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.035,1.047,1.047,431.792,4.175,8.031,22.018,
2023-10-21T22:44:30Z,2023-10-21T18:44:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.297,1.349,1.401,428.097,4.172,8.178,22.018,
2023-10-21T22:43:30Z,2023-10-21T18:43:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.147,1.182,1.235,430.971,4.173,8.211,22.018,
2023-10-21T22:42:30Z,2023-10-21T18:42:30Z,MOD-00353,38.1,26.5,39.9559,-75.18598,ACTIVE,0.877,0.912,0.912,423.921,4.169,8.053,21.985,
2023-10-21T22:41:30Z,2023-10-21T18:41:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.186,1.226,1.226,428.918,4.172,8.211,22.018,
2023-10-21T22:40:30Z,2023-10-21T18:40:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.04,1.077,1.077,431.381,4.173,8.211,21.479,
2023-10-21T22:39:30Z,2023-10-21T18:39:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,0.894,0.906,0.906,432.202,4.172,8.147,22.018,
2023-10-21T22:38:30Z,2023-10-21T18:38:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,0.982,1.012,1.012,424.403,4.172,8.211,22.018,
2023-10-21T22:37:30Z,2023-10-21T18:37:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.121,1.142,1.142,430.56,4.175,8.211,22.018,
2023-10-21T22:36:30Z,2023-10-21T18:36:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.07,1.08,1.08,429.329,4.175,8.178,22.288,
2023-10-21T22:35:30Z,2023-10-21T18:35:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.082,1.091,1.091,429.739,4.173,8.031,21.749,
2023-10-21T22:34:30Z,2023-10-21T18:34:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.227,1.288,1.288,431.381,4.175,8.211,22.018,
2023-10-21T22:33:30Z,2023-10-21T18:33:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,0.889,0.952,0.952,428.918,4.172,8.031,21.749,
2023-10-21T22:32:30Z,2023-10-21T18:32:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.096,1.117,1.117,424.813,4.172,8.145,21.749,
2023-10-21T22:31:30Z,2023-10-21T18:31:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.086,1.086,1.086,424.403,4.178,8.178,22.018,
2023-10-21T22:30:30Z,2023-10-21T18:30:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.216,1.24,3.448,427.687,4.172,8.211,21.749,
2023-10-21T22:29:30Z,2023-10-21T18:29:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.095,1.095,1.095,422.35,4.173,8.178,22.018,
2023-10-21T22:28:30Z,2023-10-21T18:28:30Z,MOD-00353,38.1,26.5,39.9559,-75.18598,ACTIVE,0.929,0.929,1.531,436.236,4.171,6.243,21.985,
2023-10-21T22:27:30Z,2023-10-21T18:27:30Z,MOD-00353,38.1,26.5,39.9559,-75.18598,ACTIVE,0.873,0.911,0.911,428.437,4.166,8.058,21.444,
2023-10-21T22:26:30Z,2023-10-21T18:26:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.131,1.178,1.178,430.56,4.175,8.178,21.749,
2023-10-21T22:25:30Z,2023-10-21T18:25:30Z,MOD-00353,38.1,26.5,39.9559,-75.18598,ACTIVE,0.882,0.895,0.895,428.847,4.167,8.488,21.714,
2023-10-21T22:24:30Z,2023-10-21T18:24:30Z,MOD-00353,38.1,26.5,39.9559,-75.18598,ACTIVE,0.915,0.948,1,430.489,4.169,6.243,21.985,
2023-10-21T22:23:30Z,2023-10-21T18:23:30Z,MOD-00353,38.1,26.5,39.9559,-75.18598,ACTIVE,1.162,1.181,1.181,426.795,4.169,8.053,21.714,
2023-10-21T22:22:30Z,2023-10-21T18:22:30Z,MOD-00353,38.1,26.5,39.9559,-75.18598,ACTIVE,1.153,1.153,1.153,421.868,4.167,6.243,21.985,
2023-10-21T22:21:30Z,2023-10-21T18:21:30Z,MOD-00353,38.1,26.5,39.9559,-75.18598,ACTIVE,1.171,1.215,1.266,425.563,4.169,8.058,21.714,
2023-10-21T22:20:30Z,2023-10-21T18:20:30Z,MOD-00353,38.1,26.5,39.9559,-75.18598,ACTIVE,1.027,1.046,1.046,423.921,4.169,6.243,21.985,
2023-10-21T22:19:30Z,2023-10-21T18:19:30Z,MOD-00353,38.1,26.5,39.9559,-75.18598,ACTIVE,1.07,1.086,1.086,429.258,4.171,8.058,21.714,
2023-10-21T22:18:30Z,2023-10-21T18:18:30Z,MOD-00353,38.1,26.5,39.9559,-75.18598,ACTIVE,1.126,1.158,1.158,427.616,4.169,8.488,21.985,
2023-10-21T22:17:30Z,2023-10-21T18:17:30Z,MOD-00353,38.1,26.5,39.9559,-75.18598,ACTIVE,0.997,1.055,1.055,425.153,4.167,8.053,22.255,
2023-10-21T22:16:30Z,2023-10-21T18:16:30Z,MOD-00353,38.1,26.5,39.9559,-75.18598,ACTIVE,0.954,0.965,0.965,428.847,4.167,6.25,21.714,
2023-10-21T22:15:30Z,2023-10-21T18:15:30Z,MOD-00353,38.1,26.5,39.9559,-75.18598,ACTIVE,1.09,1.106,1.106,424.332,4.169,8.053,21.714,
2023-10-21T22:14:30Z,2023-10-21T18:14:30Z,MOD-00353,38.1,26.5,39.9559,-75.18598,ACTIVE,1.27,1.346,1.445,418.995,4.169,8.053,21.985,
2023-10-21T22:13:30Z,2023-10-21T18:13:30Z,MOD-00353,38.1,26.5,39.9559,-75.18598,ACTIVE,0.994,1.003,1.003,418.995,4.169,6.25,21.714,
2023-10-21T22:12:30Z,2023-10-21T18:12:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.28,1.282,1.282,423.992,4.172,8.147,22.288,
2023-10-21T22:11:30Z,2023-10-21T18:11:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.075,1.075,1.292,431.792,4.172,8.211,22.288,
2023-10-21T22:10:30Z,2023-10-21T18:10:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.16,1.17,1.17,418.245,4.172,8.145,22.288,
2023-10-21T22:09:30Z,2023-10-21T18:09:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,0.752,0.761,0.761,422.761,4.17,8.211,21.749,
2023-10-21T22:08:30Z,2023-10-21T18:08:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,0.934,0.934,0.934,419.887,4.172,8.178,22.018,
2023-10-21T22:07:30Z,2023-10-21T18:07:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.093,1.102,1.102,419.476,4.173,8.145,22.018,
2023-10-21T22:06:30Z,2023-10-21T18:06:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,0.971,1.023,1.023,422.421,4.179,8.244,21.783,
2023-10-21T22:05:30Z,2023-10-21T18:05:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,0.97,0.997,0.997,424.474,4.178,8.187,22.592,
2023-10-21T22:04:30Z,2023-10-21T18:04:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,0.963,0.963,0.963,423.242,4.176,8.244,21.783,
2023-10-21T22:03:30Z,2023-10-21T18:03:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,0.853,0.901,0.901,422.832,4.162,8.115,21.783,
2023-10-21T22:02:30Z,2023-10-21T18:02:30Z,MOD-00353,37.8,26.5,39.9559,-75.18598,ACTIVE,1.305,1.366,1.465,424.545,4.184,8.082,22.086,
2023-10-21T22:01:30Z,2023-10-21T18:01:30Z,MOD-00353,37.8,26.5,39.9559,-75.18598,ACTIVE,1.023,1.028,1.028,419.618,4.182,8.241,22.086,
2023-10-21T22:00:30Z,2023-10-21T18:00:30Z,MOD-00353,37.8,26.5,39.9559,-75.18598,ACTIVE,1.02,1.074,1.124,422.903,4.166,8.082,22.356,
2023-10-21T21:59:30Z,2023-10-21T17:59:30Z,MOD-00353,37.8,26.5,39.9559,-75.18598,ACTIVE,0.764,0.776,0.776,421.671,4.182,8.241,22.086,
2023-10-21T21:58:30Z,2023-10-21T17:58:30Z,MOD-00353,37.8,26.5,39.9559,-75.18598,ACTIVE,0.986,0.986,0.986,423.313,4.184,8.161,21.817,
2023-10-21T21:57:30Z,2023-10-21T17:57:30Z,MOD-00353,37.8,26.5,39.9559,-75.18598,ACTIVE,1.059,1.089,1.089,421.671,4.166,8.241,22.086,
2023-10-21T21:56:30Z,2023-10-21T17:56:30Z,MOD-00353,37.8,26.5,39.9559,-75.18598,ACTIVE,1.261,1.289,1.289,418.387,4.182,8.242,21.817,
2023-10-21T21:55:30Z,2023-10-21T17:55:30Z,MOD-00353,37.8,26.5,39.9559,-75.18598,ACTIVE,1.568,1.568,1.568,424.955,4.182,8.082,21.817,
2023-10-21T21:54:30Z,2023-10-21T17:54:30Z,MOD-00353,37.8,26.5,39.9559,-75.18598,ACTIVE,1.164,1.167,1.167,422.903,4.168,8.241,22.356,
2023-10-21T21:53:30Z,2023-10-21T17:53:30Z,MOD-00353,37.8,26.5,39.9559,-75.18598,ACTIVE,0.859,0.908,0.959,422.082,4.182,8.241,22.086,
2023-10-21T21:52:30Z,2023-10-21T17:52:30Z,MOD-00353,37.8,26.5,39.9559,-75.18598,ACTIVE,1.196,1.198,1.198,421.671,4.163,8.241,22.356,
2023-10-21T21:51:30Z,2023-10-21T17:51:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,1.186,1.25,1.302,426.526,4.178,8.244,22.322,
2023-10-21T21:50:30Z,2023-10-21T17:50:30Z,MOD-00353,37.8,26.5,39.9559,-75.18598,ACTIVE,1.209,1.262,1.313,423.724,4.168,8.241,22.086,
2023-10-21T21:49:30Z,2023-10-21T17:49:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,0.999,1.023,1.224,419.547,4.162,8.115,21.783,
2023-10-21T21:48:30Z,2023-10-21T17:48:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,1.207,1.221,1.221,418.726,4.176,8.244,22.052,
2023-10-21T21:47:30Z,2023-10-21T17:47:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,1.006,1.056,1.106,419.137,4.159,8.187,22.052,
2023-10-21T21:46:30Z,2023-10-21T17:46:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,1.235,1.235,1.235,421.6,4.159,8.627,22.052,
2023-10-21T21:45:30Z,2023-10-21T17:45:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,1.197,1.235,1.285,421.19,4.162,8.187,22.052,
2023-10-21T21:44:30Z,2023-10-21T17:44:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,0.903,0.958,1.009,424.884,4.176,8.115,22.592,
2023-10-21T21:43:30Z,2023-10-21T17:43:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,1.311,1.311,1.311,423.242,4.176,8.627,22.052,
2023-10-21T21:42:30Z,2023-10-21T17:42:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,1.064,1.09,1.09,420.779,4.176,8.132,22.052,
2023-10-21T21:41:30Z,2023-10-21T17:41:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,0.891,0.921,0.921,422.011,4.176,8.132,22.052,
2023-10-21T21:40:30Z,2023-10-21T17:40:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,1.073,1.099,1.099,424.063,4.162,8.132,22.052,
2023-10-21T21:39:30Z,2023-10-21T17:39:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,1.184,1.196,1.196,420.779,4.162,8.244,22.052,
2023-10-21T21:38:30Z,2023-10-21T17:38:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,1.437,1.437,1.437,418.726,4.176,8.115,22.052,
2023-10-21T21:37:30Z,2023-10-21T17:37:30Z,MOD-00353,37.9,26.5,39.9559,-75.18598,ACTIVE,0.902,0.969,1.076,423.242,4.162,8.115,22.322,
2023-10-21T21:36:30Z,2023-10-21T17:36:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,0.844,0.853,0.853,424.403,4.219,8.147,22.288,
2023-10-21T21:35:30Z,2023-10-21T17:35:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,0.909,0.918,0.918,422.35,4.173,8.178,21.749,
2023-10-21T21:34:30Z,2023-10-21T17:34:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.028,1.054,1.054,419.066,4.17,8.145,22.288,
2023-10-21T21:33:30Z,2023-10-21T17:33:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.133,1.133,1.351,422.761,4.216,8.145,21.749,
2023-10-21T21:32:30Z,2023-10-21T17:32:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.335,1.353,1.353,421.94,4.172,6.976,22.288,
2023-10-21T21:31:30Z,2023-10-21T17:31:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.184,1.215,1.215,421.529,4.17,8.211,21.749,
2023-10-21T21:30:30Z,2023-10-21T17:30:30Z,MOD-00353,38.1,26.5,39.9559,-75.18598,ACTIVE,1.037,1.049,3.314,421.458,4.166,8.053,21.985,
2023-10-21T21:29:30Z,2023-10-21T17:29:30Z,MOD-00353,38,26.5,39.9559,-75.18598,ACTIVE,1.23,1.23,1.23,419.476,4.216,8.147,22.018,
2023-10-21T21:28:30Z,2023-10-21T17:28:30Z,MOD-00353,38.1,26.5,39.9559,-75.18598,ACTIVE,1.176,1.215,1.266,424.332,4.166,8.488,21.985,
